q1,q2_1,q2_2,q2_3,q2_4,q2_5,q2_6,q2_7,q2_99,q3_1,q3_2,q3_3,q3_4,q3_5,q3_6,q3_7,q3_8,q3_9,q3_10,q3_98,q3_99,q3_98_text,q4_1,q4_2,q4_3,q4_4,q4_5,q4_6,q4_7,q4_8,q4_9,q4_10,q4_11,q4_12,dv1_1,dv1_2,dv2_1,dv2_2,dv3_1,dv3_2,dv4_1,dv4_2,dv11_1,dv11_2,dv17_1,dv17_2,dv30_1,dv30_2,dv6_1,dv6_2,dv28_1,dv28_2,dv5_1,dv5_2,dv31_1,dv31_2,dv7_1,dv7_2,dv8_1,dv8_2,dv12_1,dv12_2,dv13_1,dv13_2,dv14_1,dv14_2,dv15_1,dv15_2,dv16_1,dv16_2,dv10_1,dv10_2,dv18_1,dv18_2,dv19_1,dv19_2,dv33_1,dv33_2,dv20_1,dv20_2,dv21_1,dv21_2,dv22_1,dv22_2,dv23_1,dv23_2,dv24_1,dv24_2,dv25_1,dv25_2,dv26_1,dv26_2,dv27_1,dv27_2,dv29_1,dv29_2,dv32_1,dv32_2,dv9_1,dv9_2,dv34_1,dv34_2,q5_1,q5_2,q5_3,q5_4,q5_5,q5_6,q5_98,q5_98_text,q6_1,q6_2,q6_3,q6_4,q6_5,q6_6,q6_7,q6_99,q6_99_text,q7_1,q7_2,q7_3,q7_4,q7_5,q7_6,q7_7,q7_99,q7_99_text,q8_1,q8_2,q8_3,q8_4,q8_5,q8_6,q8_7,q8_99,q8_99_text,q9,q10,q11,q12,q13_1,q13_2,q13_3,q13_4,q13_5,q13_6,q13_7,q13_8,q13_9,q13_10,q13_11,q13_12,q13_13,q13_14,q13_15,q13_16,q13_17,q13_18,q13_19,q13_99,q14_1,q14_2,q14_3,q14_4,q14_5,q14_6,q14_7,q14_8,q14_9,q14_10,q14_11,q14_12,q14_13,q14_14,q14_15,q14_16,q14_17,q14_18,q14_19,q14_20,q15_1,q15_2,q15_3,q15_4,q16,q17,q18,q19,q23_1,q23_2,q23_3,q23_4,q23_5,q23_6,q23_7,q23_7_text,q20,q21_1,q21_2,q21_3,q21_4,q22,prolific_pid,test1,test2,test3,test4,test11,test17,test30,test6,test28,test5,test31,test7,test8,test12,test13,test14,test15,test16,test10,test18,test19,test33,test20,test21,test22,test23,test24,test25,test26,test27,test29,test32,test9,test34
2,1,1,1,1,1,1, , ,1,1, , ,1,1,1,1,1,1, , , ,1,4,1,1,4,4,4,4,4,1,1,1,4,4, , , , , , ,4,4, , ,4,4,4,4, , ,4,5, , , , ,3,4, , , , , , , , ,5,5, , ,5,4, , , , , , , , ,4,3, , ,4,3, , , , ,5,4,5,4, , , , ,3,3,1,1,1,1,1,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,1,1, , , ,1,1, , , , , ,1,1,1,1,1,1,1,1,1, ,1, , ,2,2, , , , , ,1,2,1,2,2,3,3,2,1, ,1, ,2, , , ,7,1,1978,2, , , , , , ,1,Seafood allergy, , , , , ,33,66536bcd1febb9fc714b6922,1E, , , ,11D, ,30F,6A, ,5D, , ,8D, , , , ,16C, ,18E, , , , ,22F, ,24A, , ,27E,29B, , ,34F
1,1,1,1,1,1,1,1, ,1, , , , , ,1, ,1, , , , ,4,1,4,1,4,4,4,4,4,4,1,1,4,4, , , , ,1,4, , , , ,4,2, , ,4,4, , ,3,3, , , , ,3,4,1,3, , , , , , ,4,4, , , , , , , , ,5,5, , ,4,3, , , , ,1,1, , , , ,2,3,3,2, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , ,1, , , , , , , , , , ,1, ,1, , ,1, , , ,6, , , , , , , , , , ,3, ,3, , ,2, , , , , , ,99,2,1986,2, , , , , , , , ,1, , ,1, ,5,5766d2f7fdff7a0001c1285b,1B, , ,4F, , ,30D, ,28E, ,31B, , ,12E,13B, , , ,10D, , , , ,21C, ,23D, , ,26D, , ,32A,9B, 
1,1,1,1,1,1,1,1, ,1, , , , , ,1, ,1, , , , ,2,2,2,2,3,3,3,3,4,4,3,2, , ,4,4, , ,3,3, , ,5,5, , ,4,4, , ,4,4, , ,3,3, , , , , , ,5,5, , , , , , , , , , ,4,4,5,5, , , , ,4,4, , , , ,5,5, , , , ,5,5, , ,3,3, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , , , , ,1, ,1, , , , ,1, , , ,1, , , , , , , , ,1, ,2, , , , ,2, , , ,1, , , , , , , , ,2,1,1998,3, , , ,1,1, , , ,2, , , , ,42,67d9a0498d900defba2a9dcc, ,2E, ,4B, ,17D, ,6E, ,5F, ,7F, , , ,14F, , , , , ,33D,20D, , ,23F, , ,26F, , ,32D, ,34B
1,1,1,1,1, ,1, , , ,1, , ,1,1, , ,1,1, , , ,3,3,3,3,3,4,4,4,4,1,1,1, , , , ,2,5, , ,2,5, , ,1,3, , ,2,5, , ,1,3,2,5, , , , , , , , ,2,5, , ,2,5, , , , , , , , ,2,5, , , , , , ,2,3, , ,1,5, , ,1,5,2,5, , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,5, , , , , , ,1, , , , ,1, , , , , , , , ,1, , , , , ,4, , , , ,4, , , , , , , , ,4, , , , , ,99,1,1980,3,1, , , , , , , ,2, , , , ,33,66324535fc1d7a68f0e2bdbb, , ,3A, ,11F, ,30B, ,28F, ,31F,7E, , , , ,15E, ,10A, , , , ,21F, , , ,25C, ,27C, ,32F,9C, 
1,1,1,1,1,1,1,1, ,1, , , , , ,1,1,1,1, , , ,2,2,1,1,2,3,4,4,4,4,3,1, , ,3,5, , ,4,5, , ,4,3, , ,2,4, , , , ,5,5, , ,3,3, , , , , , ,4,4, , , , ,4,2, , , , , , , , ,4,2, , , , ,4,1,4,1, , ,4,5, , , , ,3,4, , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1,1, , ,1, , , , , ,1,1, , ,2,3,2,3,2,5,3,2, , ,1, , , , , ,1,4, , , , , , ,6,1,1985,2, , , , , , , , ,1,1, ,1, ,33,655b6992cfadb38c5e155316, ,2C, ,4E, ,17C, ,6B, , ,31D, ,8F, , , ,15C, , ,18F, , , , ,22C, , ,25D,26C, ,29E, , ,34D
2,1,1,1,1,1,1, , ,1,1,1, ,1,1,1,1,1,1, , , ,1,2,2,1,2,1,4,4,4,4,1,1,3,4, , , , , , ,3,4,3,4, , , , ,3,5,3,4, , , , , , ,4,4, , , , , , ,4,4, , , , ,4,4, , ,4,4, , , , , , ,3,4, , , , ,4,4,4,4, , ,3,4, , , , , ,1, , , , , , ,1, , , , , , , , ,1, , , , , , , , , , , , , , , ,3,3,3, , ,1, , ,1, , , , , , ,1,1,1, , , , , , , ,3, , ,4, , , , , , ,3,4,4, , , , , , , , , , ,7,1,1970,2, , , , , , ,1,Diabetic,2, , , , ,42,66170b4c0e786dcaf1356dd3,1B, , , ,11E,17A, , ,28B,5C, , , ,12A, , , ,16D, , ,19B, ,20E, , , ,24C, , ,27F,29D, ,9E, 
1,1,1,1,1,1,1,1, ,1,1,1,1,1, ,1,1,1,1, , , ,1,2,1,1,2,1,4,4,2,4,1,3, , , , ,5,5, , ,5,5, , ,5,5,5,5, , ,5,5, , ,5,5, , , , ,5,5, , , , , , , , , , ,5,5, , , , , , ,5,5, , ,5,5, , , , ,5,5, , ,5,5, , ,5,5,1, , ,1, , , , ,1, ,1, , , , , , , , , , , , ,1, , , , , , , , ,1, , ,2,2,2,3, ,1,1, ,1, , ,1, , , ,1,1, , ,1,1, , , , ,3,3, ,3, , ,3, , , ,3,2, , ,2,3, , , ,3,2, , ,5,2,1972,2, , , , , , ,1,none,1, , , ,1,10,665629d7ec779e8fa23d7eac, , ,3C, ,11F, ,30E,6D, ,5C, ,7B, , ,13D, , , , , ,19F, , , ,22B, ,24D, , ,27D, ,32E, ,34A
1,1,1,1,1, ,1,1, , ,1, , , , ,1, ,1, , , , ,2,2,1,1,1,3,3,3,2,2,1,1, , , , ,1,2, , ,2,2,4,4, , ,4,2, , , , ,4,2, , , , ,2,3, , ,4,4, , , , ,4,4, , , , , , , , , , ,4,2, , ,2,2, , ,4,3, , ,2,4, , , , ,4,4, , , , , , , , , ,1, , , ,1,1, , , , , , , , , , , , , , , , , , , , , ,4, , , , , ,1, , , , ,1,1, , , , , , , ,1, , , , , ,3, , , , ,2,3, , , , , , , ,3, , , , , , ,7,2,1994,1, , , , , , , , ,2, , , , ,36,610ac4d36cd609092b9815ca, , ,3F, ,11B,17C, ,6E, , ,31F, , ,12D, ,14E, , ,10B, , , , , ,22B, ,24F, ,26F, ,29C, , ,34E
1,1,1,1,1,1,1,1, ,1, , ,1, , , , ,1,1, , , ,1,1,1,1,1,4,3,4,3,3,3,3,5,4, , , , ,2,4, , , , ,4,1,4,4, , ,4,5, , , , ,4,2, , , , ,5,5, , , , , , , , , , ,4,4, , ,4,5, , , , , , ,5,1, , ,4,2,4,5, , ,4,4, , , ,1, , , , ,1,Just bare, , , , , , , , , , , , , , , , , , , ,1, , , , , , , ,2, , ,4, , , , ,1, , , , , , , , , , ,1, , , , , , , , ,3, , , , , , , , , , ,2, , , , , , , , ,7,1,1973,3, , , , , , ,1,none,2, , , , ,10,6684497541f835bd67a199b2,1F, , ,4C, , ,30C,6A, ,5A, , ,8C, , ,14A, , , , , ,33E, ,21F, , , ,25F, ,27F,29B, ,9F, 
1,1,1,1,1,1,1, , ,1, , , , ,1,1,1,1,1, , , ,2,3,4,1,4,3,4,4,4,1,1,1,5,3, , , , , , ,3,3,5,4, , , , ,4,5, , ,5,3, , , , ,5,5, , , , ,2,3, , , , ,5,4, , , , , , ,5,5, , ,5,4, , , , ,5,4, , , , ,4,5, , ,5,5, , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , ,1, ,1,1, , ,1, , , , , ,1, ,1, , , , , ,2, ,4,3, , ,5, , , , , ,3, ,3, , , , , , , , ,7,1,1996,1, , , , , , , , ,2, , , , ,3,667bd5012a43ab2c51a565ce,1E, , , ,11A,17B, , ,28C, ,31A, , ,12C, , ,15A, , ,18A, , , ,21B, ,23A, , ,26E, , ,32E, ,34B
1,1,1,1,1,1,1,1, ,1, , , , , , , ,1, , , , ,2,2,2,2,4,4,4,4,4,2,2,1, , ,3,3, , ,2,3, , , , ,3,1, , ,3,4,3,4, , , , ,3,2, , ,5,3, , , , , , , , , , , , ,4,4,1,2, , , , , , ,1,1, , , , ,4,2,4,4, , ,3,3, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , ,1,1,1, , , , , , , , , , , ,1, , , , , ,6,6,6, , , , , , , , , , , ,6, , , , , , , , , ,7,2,1992,2, , , , , , , , ,2, , , , ,1,6501dd9b96668b631b62bb8e, ,2F, ,4B, , ,30A, ,28B,5D, , ,8D, ,13E, , , , , , ,33A,20D, , , ,24E, , ,27D,29D, ,9A, 
1,1,1,1,1,1, , , , ,1, , , ,1, , , ,1, , , ,4,2,2,1,1,1,4,4,4,1,1,1, , ,2,3, , ,2,4, , , , ,2,1, , ,1,4, , ,2,3,2,4, , , , , , , , , , ,1,2, , , , ,4,3, , ,4,5, , , , ,1,4, , , , ,1,2, , , , ,3,4,2,2, , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , ,2, , ,1, , , , , , , , ,1, , , , , , , , , , ,1, , , , , , , , ,1, , , , , , , , , , , , , , ,7,1,1973,2, , , , , , ,1,no restrictions,2, , , , ,16,5e8b9c7054a5cc07dd6e174d, ,2A, ,4A, , ,30D, ,28D, ,31C,7D, , , , , ,16A, , ,19A, ,20C, , ,23C, , ,26A, , ,32B,9B, 
1,1,1,1,1,1,1,1, , ,1, , , , ,1,1, , , , , ,1,2,1,1,1,3,3,2,3,2,2,2,4,4, , , , , , ,3,4,5,2, , , , ,1,4, , ,4,2,1,2, , , , , , , , , , ,4,4,4,4, , , , , , ,4,5, , , , ,5,4, , , , , , ,4,5, , ,5,4, , ,2,3, , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , , , , , , , , ,1, , ,1, , ,1,1, ,1, , , , , , , , , , ,3, , ,4, , ,3,4, ,3, , , , , ,7,2,1970,3, , , , , , ,1,none,2, , , , ,10,6234790e93ccbf5fc88ad4fe,1D, , , ,11D,17A, , ,28C, ,31E,7B, , , , , ,16B,10C, , , ,20B, , ,23C, , , ,27A, ,32F, ,34D
1,1,1,1,1,1,1,1, ,1,1, , ,1,1,1,1, , , , , ,1,1,1,1,1,4,4,4,1,1,1,1, , , , ,1,1,1,4, , ,1,1, , ,1,1, , ,2,5, , , , , , ,2,1,1,1, , , , , , , , ,1,1, , , , , , , , ,1,1, , , , ,1,1,1,1, , ,4,4, , , , ,1,1, ,1,1,1, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,4,5, , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , ,7,2,1979,2, , , , , , ,1,Nightshade free,1, , ,1, ,24,67701440bcee53bd867b2cca, , ,3A,4F, ,17D, ,6B, ,5E, , , ,12F,13D, , , , ,18C, , , , ,22F, , ,25E,26B, ,29A, , ,34A
2,1,1,1,1,1,1, , ,1, , , , ,1,1, ,1,1, , , ,4,3,1,1,4,4,4,4,4,4,1,1, , , , ,4,4, , ,3,2, , ,4,2,4,4, , ,3,5, , , , ,4,3, , , , ,5,3, , , , , , , , , , ,4,3, , ,4,4, , , , , , ,1,4,2,4, , ,4,5, , ,3,2, , , , , ,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , ,1, , ,1, , , , , , , ,1, , , , , ,1, , ,3, , ,4, , , , , , , ,2, , , , , ,2, , , , , ,99,2,1997,1, , ,1, , , , , ,2, , , , ,26,5e21cba92d38754b6cbddf6d, , ,3E, ,11C, ,30E,6F, ,5B, , ,8E, , ,14B, , , , , ,33C, ,21E, , , ,25D,26C, ,29E, ,9E, 
1,1,1,1,1,1,1,1, ,1, ,1, , ,1,1,1,1,1, , , ,1,4,2,2,1,1,4,1,4,4,1,1, , ,5,5, , , , ,5,5, , ,4,4,5,5, , ,4,5, , , , , , ,5,5, , , , , , ,4,5, , ,5,4, , , , , , , , ,4,4, , ,5,5, , , , ,5,5, , ,5,4,5,5, , ,1, , ,1, ,1, , , , , , , , , , , ,1,1, , , , ,1, , , , , , , , , , , ,2, ,1, , , ,1, ,1,1,1, ,1, ,1,1, , , ,1,1,1,1, , , ,3, ,2,3,2, ,2, ,2,2, , , ,2,1,3,2, ,2, ,1, ,4,2,1984,2, , , , , , , , ,1, ,1, ,1,15,5d59f86367d37200015a78dc, ,2B, , ,11E, ,30B,6C, ,5F, , , ,12E, , , ,16F, ,18B, , , , ,22A, ,24D, , ,27C, ,32D,9C, 
1,1,1,1,1,1,1,1, ,1, , , , , ,1, ,1,1, , , ,4,4,1,1,4,4,4,4,4,4,1,1, , ,4,5, , ,4,4, , ,4,3, , , , ,4,5, , ,5,4,4,4, , , , , , , , ,3,4, , , , , , ,4,3, , ,4,4, , , , ,4,4, , , , , , ,5,4, , ,4,4, , ,4,5, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , , , , ,1, , , , ,1, , , ,1, , , , , , , , , , ,3, , , , ,4, , , ,4, , , , , , , , , , ,7,1,1997,1, , , , , , ,1,none,2, , , , ,23,63bc87f783afb5aed2c937d2, ,2D, ,4D, ,17B, , ,28E, ,31B,7C, , , , ,15F, , , ,19C, ,20F, , ,23D, , , ,27B, ,32C, ,34F
1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , ,1,1,1,1,1,4,4,4,1,4,1,2,5,5, , , , ,5,5, , ,5,4, , , , ,4,5, , ,4,5, , ,5,4, , , , , , ,5,5, , ,4,5, , , , , , , , ,5,5, , ,5,5, , , , ,4,3, , ,4,4, , , , ,5,5,1, , ,1, , , , ,1,1, , , , , , , ,1, , , , , , , , ,1, , , , , , , , ,2,2,3,3, ,1,1, ,1, , , , ,1,1, , ,1, , ,1,1, , , ,5,5, ,3, , , , ,3,4, , ,6, , ,2,5, , ,2,2,1,2,4,2,1975,2, , , , , , ,1,none,1, ,1,1,1,48,671bfaa7d312fef1ab1d7fa0,1C, , ,4F, ,17B, , ,28A, ,31D, ,8A, , , ,15A, ,10F, , , , ,21C, ,23E, , ,26E, ,29F, , ,34C
1,1,1,1,1,1,1, , , ,1, , , ,1, ,1,1,1, , , , ,1,1,1,1, , , , ,1,1, , , , , ,3,3, , ,2,3, , ,3,5,2,1, , ,2,4, , , , , , ,3,1, , ,3,2, , , , , , , , ,4,3, , , , , , ,4,3, , , , ,1,2,4,3, , , , ,1,3,3,3, , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,7,2,1971,2,1, , , , , , , ,2, , , , ,16,65e2a2bb637373a334e3dbb6, , ,3D, ,11C, ,30F,6A, ,5F, , , ,12B, ,14A, , , , ,19D, , , ,22C, , ,25C,26D, , ,32A,9D, 
1,1,1,1,1,1,1,1, ,1,1, , , ,1, ,1, , ,1, ,Pizza,2,4,1,1,3,4,4,4,4,1,1,1, , , , ,3,4,3,4, , , , ,4,2, , ,2,4, , ,4,4,2,3, , , , ,2,3, , , , , , , , , , , , ,3,3,4,3, , , , , , ,1,2, , , , ,4,3,4,4, , , , ,3,2, , ,1,1, ,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , ,2,4, , , , , ,1,1,1,1, , ,1, , , ,1, , , , , , , , , ,5,4,6,3, , ,3, , , ,3, , , , , , , , , , ,7,2,1997,1, , , , , , , , ,2, , , , ,48,6100545fef712baab97d2a08, , ,3B,4B, , ,30D, ,28F, ,31D,7E, , ,13C, , , , , , ,33B,20A, , , ,24A, , ,27E,29D, , ,34D
1,1,1,1,1,1,1, , ,1,1, ,1,1,1,1,1,1,1, , , ,1,1,1,1,1,1,4,4,4,4,1,1, , ,4,4, , ,2,2, , ,4,2, , , , ,4,4, , ,4,4, , ,4,4, , ,4,4, , , , , , , , , , ,4,4, , , , ,2,2, , ,1,4, , , , ,4,4, , ,4,4, , ,4,4, , ,1, , , , ,1, , ,1,1, , , , , , , , , , , , , , , , ,1, , , , , , , , ,3,3, ,4, , ,1, ,1, , , ,1,1,1, ,1,1,1,1, , ,1, , , ,5, ,5, , , ,5,5,6, ,5,5,5,5, , ,5, ,4,3, ,1,7,3,1995,1, , , , , , , , ,2, , , , ,14,5d1788d3ede7260019ea7371, ,2F, ,4D, ,17C, , ,28E, ,31B, ,8B, ,13A, , , , , ,19B, , ,21A, ,23F, , ,26F, ,29F, ,9B, 
1,1, ,1,1,1,1,1, ,1,1, , , ,1,1,1, ,1, , , ,1,3,3,1,4,4,4,4,4,4,1,1, , ,4,4, , , , ,4,4, , ,4,2,4,4, , ,4,5, , ,4,3, , , , , , ,5,4, , , , , , ,4,2, , , , , , , , ,4,3, , ,4,4, , ,4,2, , ,2,4, , , , ,4,4, , , ,1, , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , ,2,3, , , , , , , , , ,1, ,1, , , , , , , , , , , , , , , , , ,3, ,2, , , , , , , , , , , , , , ,7,1,1983,1, , , , , , ,1,none,1, , ,1, ,15,5e2d9faa72e2fa39058e5b4a, ,2A, , ,11F, ,30E,6D, ,5D, ,7D, , , ,14C, , , ,18A, , , , ,22E, ,24C, ,26D, ,29E, , ,34A
1,1,1,1,1,1,1, , ,1,1, , , , ,1,1, , , , , ,4,2,4,1,2,4,4,4,4,4,1,4,2,5, , , , , , ,5,5,4,4, , ,1,1, , ,4,4, , , , , , ,4,4, , , , , , ,1,2,4,5, , , , , , , , ,1,3, , , , ,1,1, , , , ,1,5, , ,1,4,1,4, , , , , ,1, , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,2,4, , , , , , , , , , ,1, , , , , , , ,1, , , , , , , , , , , ,2, , , , , , , ,3, , , , , , , ,7,2,1978,2, , , , , , , , ,1, , , ,1,43,675e2cfe9d1dc3460e00842c,1A, , , ,11B,17D, ,6F, ,5A, , , ,12D, , , ,16C,10A, , , , ,21D, , ,24B, , ,27D, ,32D,9C, 
1,1,1,1,1,1,1,1, ,1, , ,1, ,1,1,1,1,1, , , ,1,2,2,1,1,2,4,4,4,2,2,2,5,5, , , , ,5,5, , , , ,5,5, , ,5,5, , ,5,5,5,5, , , , , , , , , , ,5,5, , ,5,5, , , , , , , , ,5,5, , , , ,5,5,5,5, , , , ,5,5,5,5, , ,1, , ,1, , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , ,2, , ,3, ,1, , , , , , , , ,1, , , ,1, , , ,1, , ,3, , , , , , , , ,3, , , ,3, , , ,4, ,1, , ,2,7,2,1977,1, , , , , , , , ,2, , , , ,32,5d61a3a5f923dd0001d0370f,1D, , ,4E, , ,30C, ,28B, ,31E,7F, , , , , ,16B, ,18E, , , , ,22D, , ,25A,26C, , ,32C,9F, 
1,1,1,1,1,1,1, , ,1,1, ,1, ,1,1, ,1,1, , , ,1,2,1,1,1, ,4,1,1,2,2,2, , , , ,5,5, , ,5,5,5,5, , , , ,5,4, , ,5,4, , ,4,4, , , , , , ,5,5, , , , , , , , ,5,5, , ,5,5, , ,4,5, , , , , , ,5,4,5,5, , , , ,5,5,1, , ,1, , , , ,1, , , , , , , , , , , , , , , , , ,1, , , , , , , , ,2,3, ,2, ,1,1, , , ,1, ,1, ,1, ,1, , , , , , , , ,2,2, , , ,1, ,2, ,1, ,1, , , , , , , ,1,1, ,1,6,2,1976,2, , , , , , , , ,1, , , ,1,10,65ef1a7b03ecb85b1498bfec, , ,3D, ,11D,17A, , ,28A, ,31C, ,8D, , , ,15D, , , , ,33F, ,21F, ,23B, , , ,27C,29C, , ,34E
1,1,1,1,1,1,1,1, , ,1, ,1,1,1,1,1,1,1,1, ,"Appetizers such as crab rangoons, eggrolls, spinach artichoke dip, fried pickles etc.",1,1,1,1,1,4,1,4,4,3,2,1,3,5, , , , ,3,4, , , , ,3,2,4,4, , ,4,5, , , , ,3,3, , , , ,5,4, , , , , , , , , , ,4,5,4,4, , , , , , , , ,4,2, , ,4,3, , ,3,4,5,5, , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , ,1, , , , , , , , ,5, ,5,1,1,1, ,1, , , ,1,1, ,1, ,1, , , , ,1, ,4,4,5, ,5, , , ,4,4, ,4, ,4, , , , ,2, , , , , ,7,2,1974,2, , , , , , ,1,None,1, , ,1,1,22,6813e003857b2e9a8b18ace7,1B, , ,4A, , ,30B,6F, ,5E, , ,8F, , ,14C, , , , , ,33E,20E, , , , ,25B, ,27E, ,32F,9A, 
1,1,1,1,1,1,1, , ,1, , , , ,1, ,1,1,1, , , ,1,2,3,1,4,4,4,4,4,4,1,1, , ,2,5, , , , ,4,5, , ,4,1, , ,2,5,4,5, , , , , , ,4,5,4,4, , , , , , , , , , ,1,4, , , , , , ,2,4, , , , ,5,1, , ,4,4, , ,2,4, , ,4,5, , , ,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , ,1,1, , , ,1, , , , ,1, , , , , , , , , ,5,4, , , ,4, , , , ,6, , , , , ,7,2,1986,2, , , , , , , , ,2, , , , ,28,672685830dd945b81a5b83a8, ,2D, , ,11A, ,30A, ,28F,5B, , , ,12B,13E, , , , , ,19F, , , ,22B, , ,25D, ,27A, ,32B, ,34F
1,1,1,1,1,1,1, , , , ,1, , ,1,1,1, ,1, , , ,1,2,2,1,1,1,3,4,4,2,1,1,3,4, , , , , , ,3,4,2,3, , ,3,4, , ,3,4, , , , ,3,2, , , , ,4,4, , , , , , , , ,4,4, , ,4,4, , , , ,4,3, , , , ,2,2, , ,2,4, , ,3,3, , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,5, , , , , , ,1, , , , , , , , , , , , , , , , , , , ,6, , , , , , , , , , , , , , , , , , ,7,2,1984,3, , , , , , , , ,1, , ,1, ,44,61082e086188b2dd15182697,1A, , , ,11E,17B, ,6C, ,5C, , ,8C, , ,14F, , , , ,19C, ,20D, , ,23A, , ,26E, ,29A, ,9E, 
2,1,1,1,1,1,1,1, ,1,1, ,1,1,1,1,1,1,1, , , ,1,4,1,1,1,1,4,4,4,4,1,1, , , , ,4,4,4,4, , , , ,3,1,4,4, , , , ,4,2, , , , ,4,4,4,4, , , , , , , , , , , , ,4,3, , ,4,4, , ,1,3, , , , , , ,2,2, , ,2,3, , ,4,4, , , ,1,1, , , , ,1, , , , , , , , , , , , , , , , ,1, , , , , , , , ,3,5, ,5, , , , ,1, ,1, ,1, , , , , , , ,1, , , , , , , ,6, ,6, ,3, , , , , , , ,4, , , , , , ,3,7,2,1983,1, , , , , , , , ,1, , ,1,1,23,6705c86373ccb53aa15202f7, , ,3B,4D, , ,30F,6B, , ,31F, , ,12E,13F, , , , , , ,33A, ,21D, ,23B, , , ,27B, ,32A, ,34B
1,1,1,1,1,1,1, , ,1, , , , ,1,1,1,1,1, , , ,1,1,1,1,4, ,2,2,4,1,1,1, , ,4,4, , ,4,4, , ,4,5, , , , ,2,4, , ,4,4,4,3, , , , , , , , , , ,4,5, , ,4,1, , , , , , , , ,4,3, , ,4,4, , ,2,2, , ,3,4, , , , ,4,3, , ,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , ,1,1,1,1,1,1,1,1,1,1, ,1, ,1,1,1, ,1, , ,3,3,2,3,2, ,5,3,2,3, ,4, ,3,5,3, ,5, , , , , , ,7,1,1988,1, , , , , , ,1, ,2, , , , ,10,6400e205bfb96da5b336f686, ,2C, ,4B, ,17C, , ,28D, ,31F,7F, , , , , ,16E, ,18F, , , , ,22E, ,24F, ,26B, ,29A, , ,34C
1,1,1,1,1,1,1, , , ,1, , , ,1,1, ,1,1, , , ,1,4,1,1,1,4,4,4,4,1,1,1,4,4, , , , ,4,5, , ,4,4, , ,5,4, , , , ,4,3, , , , ,5,4, , ,2,5, , , , ,4,5, , , , , , , , ,5,5, , , , ,1,1, , ,4,1, , ,5,5, , ,5,4, , , , , , , , , , ,1,1, , , , ,1, , , , , , , , , , , , , , , , , , , , , ,3, , ,1, , , , , , , ,1, , ,1,1,1, , , , , , ,4, , , , , , , ,4, , ,4,4,4, , , , , , , ,3, , ,7,2,1988,2, , , , , , , , ,2, , , , ,39,5de2b144ff15c25bc9c7b692,1F, , ,4F, ,17B, ,6C, , ,31D, , ,12A, ,14D, , ,10D, , , , ,21C, , ,24D, ,26F, ,29D, ,9A, 
1,1,1,1,1,1,1,1, , ,1,1, , , , ,1,1,1, , , ,1,1,1,1,1,2,4,4,1,1,1,1, , ,2,4, , , , ,1,1,3,3, , ,3,4, , ,3,5, , , , ,2,3, , , , , , , , ,1,1, , , , , , ,2,3, , , , ,2,1, , , , ,4,2, , ,2,1, , ,1,1, , ,2,1, , , , , , , , , ,1, , , ,1,1, , , ,1, , , , , , , , , , , , , , , , , ,3,5, , , , ,1,1,1, , , ,1,1, , ,1, , , , , , , , , ,3, ,5, , , ,3,3, , ,3, , , , , , , , , , ,7,2,1975,3, , , , , , ,1,n/a,1,1, ,1, ,11,5bc9f8b677740000016a08b5, ,2B, , ,11D,17A, ,6D, ,5D, , ,8A, , , , ,16A, , , ,33B, , ,22D, , ,25F, ,27E, ,32F, ,34E
